State,},DC,ToCoda,DC.Coda,Coda,Fine,DC.Fine,Segno,DS.Fine,DS,DS.Coda,:|,{,[,],|:,bar,X,ts,bo,&,$,S,L,E,LEND,ND,
I469,.,.,.,.,.,.,.,.,.,.,.,.,.,s575,.,.,.,.,.,.,.,.,.,.,.,.,.,
I470,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s463,s464,.,s465,s466,s467,.,.,.,s576,.,.,
I471,.,.,.,.,.,.,.,.,.,.,.,s578,.,.,s577,s472,s473,.,s474,s475,s476,.,.,.,s579,.,.,
I472,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s581,s582,.,s583,s584,s585,.,.,.,s580,.,.,
I473,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,s586,r0,r0,r0,.,.,.,.,.,.,
I474,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I475,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I476,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I477,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I478,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I479,.,.,.,.,.,.,.,.,.,.,.,.,.,s587,.,.,.,.,.,.,.,.,.,.,.,.,.,
I480,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0s355,r0s356,.,r0s357,r0s358,r0s359,.,.,.,s480,.,.,
I481,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s589,s590,.,s591,s592,s593,.,.,.,s588,.,.,
I482,.,.,.,.,.,.,.,.,.,.,.,s594,.,s596,.,s355,s356,.,s357,s358,s359,.,.,.,s480,.,s595,
I483,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I484,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s598,s599,.,s600,s601,s602,.,.,.,s597,.,.,
I485,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I486,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I487,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0s364,r0s365,.,r0s366,r0s367,r0s368,.,.,.,s487,.,.,
I488,.,.,.,.,.,.,.,.,.,.,.,s603,.,s605,.,s355,s356,.,s357,s358,s359,.,.,.,s480,.,s604,
I489,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I490,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I491,.,.,.,.,.,.,.,.,.,.,.,.,.,s606,.,.,.,.,.,.,.,.,.,.,.,.,.,
I492,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0s375,r0s376,.,r0s377,r0s378,r0s379,.,.,.,s492,.,.,
I493,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s608,s609,.,s610,s611,s612,.,.,.,s607,.,.,
I494,.,.,.,.,.,.,.,.,.,.,.,s613,.,s615,.,s375,s376,.,s377,s378,s379,.,.,.,s492,.,s614,
I495,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I496,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s617,s618,.,s619,s620,s621,.,.,.,s616,.,.,
I497,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I498,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I499,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0s384,r0s385,.,r0s386,r0s387,r0s388,.,.,.,s499,.,.,
I500,.,.,.,.,.,.,.,.,.,.,.,s622,.,s624,.,s375,s376,.,s377,s378,s379,.,.,.,s492,.,s623,
I501,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I502,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I503,.,.,.,.,.,.,.,.,.,.,.,.,.,s625,.,.,.,.,.,.,.,.,.,.,.,.,.,
I504,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0s394,r0s395,.,r0s396,r0s397,r0s398,.,.,.,s504,.,.,
I505,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s627,s628,.,s629,s630,s631,.,.,.,s626,.,.,
I506,.,.,.,.,.,.,.,.,.,.,.,s632,.,s634,.,s394,s395,.,s396,s397,s398,.,.,.,s504,.,s633,
I507,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I508,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s636,s637,.,s638,s639,s640,.,.,.,s635,.,.,
I509,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I510,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I511,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0s403,r0s404,.,r0s405,r0s406,r0s407,.,.,.,s511,.,.,
I512,.,.,.,.,.,.,.,.,.,.,.,s641,.,s643,.,s394,s395,.,s396,s397,s398,.,.,.,s504,.,s642,
I513,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I514,.,.,.,.,.,.,.,.,.,.,.,s645,.,.,s644,s515,s516,.,s517,s518,s519,.,.,.,s646,.,.,
I515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s648,s649,.,s650,s651,s652,.,.,.,s647,.,.,
I516,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,s653,r0,r0,r0,.,.,.,.,.,.,
I517,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I518,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I519,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I520,.,.,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I521,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,.,r0s411,r0s412,.,r0s413,r0s414,r0s415,.,.,.,s521,.,.,
I522,.,.,.,.,.,.,.,.,.,.,.,s654,.,s418,.,s411,s412,.,s413,s414,s415,.,.,.,s521,.,s655,
I523,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I524,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s657,s658,.,s659,s660,s661,.,.,.,s656,.,.,
I525,.,.,.,.,.,.,.,.,.,.,.,s662,.,.,.,s411,s412,.,s413,s414,s415,.,.,.,s521,.,.,
I526,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,r0,.,.,.,.,.,
I527,.,.,.,.,.,.,.,.,.,.,.,s664,.,.,s663,s528,s529,.,s530,s531,s532,.,.,.,s665,.,.,
I528,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s667,s668,.,s669,s670,s671,.,.,.,s666,.,.,
I529,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,s672,r0,r0,r0,.,.,.,.,.,.,
I530,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I531,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I532,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I533,.,.,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I534,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,.,r0s422,r0s423,.,r0s424,r0s425,r0s426,.,.,.,s534,.,.,
I535,.,.,.,.,.,.,.,.,.,.,.,s673,.,s429,.,s422,s423,.,s424,s425,s426,.,.,.,s534,.,s674,
I536,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I537,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s676,s677,.,s678,s679,s680,.,.,.,s675,.,.,
I538,.,.,.,.,.,.,.,.,.,.,.,s681,.,.,.,s422,s423,.,s424,s425,s426,.,.,.,s534,.,.,
I539,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I540,.,.,.,.,.,.,.,.,.,.,.,.,.,s682,.,.,.,.,.,.,.,.,.,.,.,.,.,
I541,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0s434,r0s435,.,r0s436,r0s437,r0s438,.,.,.,s541,.,.,
I542,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s684,s685,.,s686,s687,s688,.,.,.,s683,.,.,
I543,.,.,.,.,.,.,.,.,.,.,.,s689,.,s691,.,s434,s435,.,s436,s437,s438,.,.,.,s541,.,s690,
I544,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I545,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s693,s694,.,s695,s696,s697,.,.,.,s692,.,.,
I546,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I547,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I548,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0s443,r0s444,.,r0s445,r0s446,r0s447,.,.,.,s548,.,.,
I549,.,.,.,.,.,.,.,.,.,.,.,s698,.,s700,.,s434,s435,.,s436,s437,s438,.,.,.,s541,.,s699,
I550,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I551,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s236,s237,.,s238,s239,s240,.,.,.,s701,.,.,
I552,.,.,.,.,.,.,.,.,.,.,.,s702,.,.,.,s553,s554,.,s555,s556,s557,.,.,.,s703,.,.,
I553,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s553,s554,.,s555,s556,s557,.,.,.,s704,.,.,
I554,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,s705,r0,r0,r0,.,.,.,.,.,.,
I555,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I556,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I557,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I558,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I559,.,.,.,.,.,.,.,.,.,.,.,.,.,s706,.,.,.,.,.,.,.,.,.,.,.,.,.,
I560,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s553,s554,.,s555,s556,s557,.,.,.,s707,.,.,
I561,.,.,.,.,.,.,.,.,.,.,.,s457,.,.,s708,s562,s563,.,s564,s565,s566,.,.,.,s709,.,.,
I562,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s711,s712,.,s713,s714,s715,.,.,.,s710,.,.,
I563,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,s716,r0,r0,r0,.,.,.,.,.,.,
I564,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I565,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I566,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I567,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I568,.,.,.,.,.,.,.,.,.,.,.,.,.,s717,.,.,.,.,.,.,.,.,.,.,.,.,.,
I569,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s553,s554,.,s555,s556,s557,.,.,.,s718,.,.,
I570,.,.,.,.,.,.,.,.,.,.,.,s720,.,.,s719,s165,s166,.,s167,s168,s169,.,.,.,s249,.,.,
I571,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I572,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0s463,r0s464,.,r0s465,r0s466,r0s467,.,.,.,s572,.,.,
I573,.,.,.,.,.,.,.,.,.,.,.,s721,.,s470,.,s463,s464,.,s465,s466,s467,.,.,.,s572,.,s722,
I574,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I575,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s724,s725,.,s726,s727,s728,.,.,.,s723,.,.,
I576,.,.,.,.,.,.,.,.,.,.,.,s729,.,.,.,s463,s464,.,s465,s466,s467,.,.,.,s572,.,.,
I577,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I578,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I579,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0s472,r0s473,.,r0s474,r0s475,r0s476,.,.,.,s579,.,.,
I580,.,.,.,.,.,.,.,.,.,.,.,s730,.,s733,.,s581,s582,.,s583,s584,s585,.,.,.,s732,.,s731,
I581,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s581,s582,.,s583,s584,s585,.,.,.,s734,.,.,
I582,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,s735,r0,r0,r0,.,.,.,.,.,.,
I583,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I584,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I585,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I586,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I587,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s261,s262,.,s263,s264,s265,.,.,.,s736,.,.,
I588,.,.,.,.,.,.,.,.,.,.,.,s737,.,.,.,s589,s590,.,s591,s592,s593,.,.,.,s738,.,.,
I589,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s589,s590,.,s591,s592,s593,.,.,.,s739,.,.,
I590,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,s740,r0,r0,r0,.,.,.,.,.,.,
I591,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I592,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I593,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I594,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I595,.,.,.,.,.,.,.,.,.,.,.,.,.,s741,.,.,.,.,.,.,.,.,.,.,.,.,.,
I596,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s589,s590,.,s591,s592,s593,.,.,.,s742,.,.,
I597,.,.,.,.,.,.,.,.,.,.,.,s486,.,.,s743,s598,s599,.,s600,s601,s602,.,.,.,s744,.,.,
I598,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s746,s747,.,s748,s749,s750,.,.,.,s745,.,.,
I599,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,s751,r0,r0,r0,.,.,.,.,.,.,
I600,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I601,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I602,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I603,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I604,.,.,.,.,.,.,.,.,.,.,.,.,.,s752,.,.,.,.,.,.,.,.,.,.,.,.,.,
I605,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s589,s590,.,s591,s592,s593,.,.,.,s753,.,.,
I606,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s275,s276,.,s277,s278,s279,.,.,.,s754,.,.,
I607,.,.,.,.,.,.,.,.,.,.,.,s755,.,.,.,s608,s609,.,s610,s611,s612,.,.,.,s756,.,.,
I608,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s608,s609,.,s610,s611,s612,.,.,.,s757,.,.,
I609,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,s758,r0,r0,r0,.,.,.,.,.,.,
I610,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I611,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I612,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I613,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I614,.,.,.,.,.,.,.,.,.,.,.,.,.,s759,.,.,.,.,.,.,.,.,.,.,.,.,.,
I615,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s608,s609,.,s610,s611,s612,.,.,.,s760,.,.,
I616,.,.,.,.,.,.,.,.,.,.,.,s498,.,.,s761,s617,s618,.,s619,s620,s621,.,.,.,s762,.,.,
I617,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s764,s765,.,s766,s767,s768,.,.,.,s763,.,.,
I618,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,s769,r0,r0,r0,.,.,.,.,.,.,
I619,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I620,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I621,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I622,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I623,.,.,.,.,.,.,.,.,.,.,.,.,.,s770,.,.,.,.,.,.,.,.,.,.,.,.,.,
I624,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s608,s609,.,s610,s611,s612,.,.,.,s771,.,.,
I625,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s287,s288,.,s289,s290,s291,.,.,.,s772,.,.,
I626,.,.,.,.,.,.,.,.,.,.,.,s773,.,.,.,s627,s628,.,s629,s630,s631,.,.,.,s774,.,.,
I627,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s627,s628,.,s629,s630,s631,.,.,.,s775,.,.,
I628,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,s776,r0,r0,r0,.,.,.,.,.,.,
I629,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I630,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I631,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I632,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I633,.,.,.,.,.,.,.,.,.,.,.,.,.,s777,.,.,.,.,.,.,.,.,.,.,.,.,.,
I634,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s627,s628,.,s629,s630,s631,.,.,.,s778,.,.,
I635,.,.,.,.,.,.,.,.,.,.,.,s510,.,.,s779,s636,s637,.,s638,s639,s640,.,.,.,s780,.,.,
I636,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s782,s783,.,s784,s785,s786,.,.,.,s781,.,.,
I637,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,s787,r0,r0,r0,.,.,.,.,.,.,
I638,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I639,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I640,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I641,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I642,.,.,.,.,.,.,.,.,.,.,.,.,.,s788,.,.,.,.,.,.,.,.,.,.,.,.,.,
I643,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s627,s628,.,s629,s630,s631,.,.,.,s789,.,.,
I644,.,.,.,.,.,.,.,.,r0,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I645,.,.,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I646,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0s515,r0s516,.,r0s517,r0s518,r0s519,.,.,.,s646,.,.,
I647,.,.,.,.,.,.,.,.,.,.,.,s790,.,s793,.,s648,s649,.,s650,s651,s652,.,.,.,s792,.,s791,
I648,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s648,s649,.,s650,s651,s652,.,.,.,s794,.,.,
I649,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,s795,r0,r0,r0,.,.,.,.,.,.,
I650,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I651,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I652,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I653,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I654,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I655,.,.,.,.,.,.,.,.,.,.,.,.,.,s796,.,.,.,.,.,.,.,.,.,.,.,.,.,
I656,.,.,.,.,.,.,.,.,.,.,.,s798,.,.,s797,s657,s658,.,s659,s660,s661,.,.,.,s799,.,.,
I657,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s648,s649,.,s650,s651,s652,.,.,.,s800,.,.,
I658,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,s801,r0,r0,r0,.,.,.,.,.,.,
I659,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I660,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I661,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I662,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I663,.,.,.,.,.,.,.,.,.,.,r0,.,.,.,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I664,.,.,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I665,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0s528,r0s529,.,r0s530,r0s531,r0s532,.,.,.,s665,.,.,
I666,.,.,.,.,.,.,.,.,.,.,.,s802,.,s805,.,s667,s668,.,s669,s670,s671,.,.,.,s804,.,s803,
I667,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s667,s668,.,s669,s670,s671,.,.,.,s806,.,.,
I668,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,s807,r0,r0,r0,.,.,.,.,.,.,
I669,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I670,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I671,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I672,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I673,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I674,.,.,.,.,.,.,.,.,.,.,.,.,.,s808,.,.,.,.,.,.,.,.,.,.,.,.,.,
I675,.,.,.,.,.,.,.,.,.,.,.,s810,.,.,s809,s676,s677,.,s678,s679,s680,.,.,.,s811,.,.,
